resource_id,resource_type,subject,topic,learning_goal,vark_visual,vark_auditory,vark_reading,vark_kinesthetic,difficulty_level,effectiveness_rating,url,,description,duration_minutes,,has_visuals,has_audio,has_text,is_interactive,,,,user_ratings_average,completion_rate,,time_spent_average,,,,,,vark_dominant_style
EDU_000742,virtual_lab,Philosophy,Political Philosophy,Develop research and inquiry skills,13,78,15,25,Expert,3.6,https://lab.concord.org/,,Philosophy - Political Philosophy: Develop research and inquiry skills,66,,False,False,False,True,,,,4.15,0.73,,57.2,,,,,,vark_auditory
EDU_000743,video,Philosophy,Epistemology,Apply knowledge to solve real-world problems,43,8,79,41,Intermediate,4,https://www.edx.org/course/introduction-computer-science-harvardx-cs50x,,Philosophy - Epistemology: Apply knowledge to solve real-world problems,43,,True,True,False,False,,,,4.95,0.85,,45.4,,,,,,vark_reading
EDU_000744,animation,Philosophy,Contemporary Philosophy,Foster creative thinking and innovation,11,6,59,86,Intermediate,3.2,https://phet.colorado.edu/en/simulations,,Philosophy - Contemporary Philosophy: Foster creative thinking and innovation,83,,True,False,False,False,,,,3.5,0.92,,74,,,,,,vark_kinesthetic
EDU_000745,educational_game,Philosophy,Philosophy of Science,Analyze and evaluate information critically,31,57,73,45,Intermediate,4.9,https://www.multiplication.com/games,,Philosophy - Philosophy of Science: Analyze and evaluate information critically,33,,False,False,False,True,,,,4.03,0.71,,30.3,,,,,,vark_reading
EDU_000746,worksheet,Philosophy,Political Philosophy,Build foundation for advanced study,34,10,53,73,Expert,3.7,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Philosophy - Political Philosophy: Build foundation for advanced study,36,,False,False,True,False,,,,3.98,0.8,,42.2,,,,,,vark_kinesthetic
EDU_000747,assessment,Philosophy,Metaphysics,Build foundation for advanced study,100,57,13,56,Advanced,3.1,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Philosophy - Metaphysics: Build foundation for advanced study,39,,False,False,False,False,,,,4.28,0.63,,34.2,,,,,,vark_visual
EDU_000748,assessment,Philosophy,Epistemology,Prepare for standardized tests and assessments,16,27,8,73,Intermediate,3,https://www.mathsisfun.com/definitions/,,Philosophy - Epistemology: Prepare for standardized tests and assessments,20,,False,False,False,False,,,,4.24,0.84,,19,,,,,,vark_kinesthetic
EDU_000749,project,Philosophy,Logic,Build foundation for advanced study,14,86,13,8,Advanced,4.7,https://scratch.mit.edu/explore/projects/games/,,Philosophy - Logic: Build foundation for advanced study,76,,False,False,False,False,,,,4.19,0.67,,85.5,,,,,,vark_auditory
EDU_000750,educational_game,Philosophy,Philosophy of Mind,Build foundation for advanced study,21,83,6,31,Advanced,3.4,https://www.multiplication.com/games,,Philosophy - Philosophy of Mind: Build foundation for advanced study,83,,False,False,False,True,,,,4.2,0.82,,72.8,,,,,,vark_auditory
EDU_000751,interactive_simulation,Philosophy,Ancient Philosophy,Analyze and evaluate information critically,11,31,60,97,Advanced,3.3,https://www.britannica.com/topic/philosophy,,Philosophy - Ancient Philosophy: Analyze and evaluate information critically,57,,False,False,False,True,,,,4.31,0.81,,50.6,,,,,,vark_kinesthetic
EDU_000752,interactive_simulation,Philosophy,Political Philosophy,Connect concepts to everyday experiences,32,83,48,15,Beginner,4.1,https://www.philosophybasics.com/,,Philosophy - Political Philosophy: Connect concepts to everyday experiences,28,,False,False,False,True,,,,3.6,0.81,,29.6,,,,,,vark_auditory
EDU_000753,project,Art,Modern Art,Foster creative thinking and innovation,24,12,19,74,Advanced,3.5,https://brilliant.org/courses/,,Art - Modern Art: Foster creative thinking and innovation,67,,False,False,False,False,,,,3.59,0.84,,57.4,,,,,,vark_kinesthetic
EDU_000754,infographic,Art,Modern Art,Foster creative thinking and innovation,52,44,56,76,Beginner,4.6,https://www.informationisbeautiful.net/,,Art - Modern Art: Foster creative thinking and innovation,33,,True,False,False,False,,,,4.98,0.81,,33.3,,,,,,vark_kinesthetic
EDU_000755,infographic,Art,Art History,Analyze and evaluate information critically,90,4,15,16,Expert,4.7,https://www.informationisbeautiful.net/,,Art - Art History: Analyze and evaluate information critically,20,,True,False,False,False,,,,4.64,0.83,,17.9,,,,,,vark_visual
EDU_000756,project,Art,Fine Arts,Analyze and evaluate information critically,47,6,22,66,Beginner,4.7,https://brilliant.org/courses/,,Art - Fine Arts: Analyze and evaluate information critically,32,,False,False,False,False,,,,4.03,0.84,,28.7,,,,,,vark_kinesthetic
EDU_000757,lecture,Art,Graphic Design,Foster creative thinking and innovation,8,48,3,72,Expert,4,https://www.khanacademy.org/humanities/art-history,,Art - Graphic Design: Foster creative thinking and innovation,32,,False,True,False,False,,,,4.1,0.75,,29.4,,,,,,vark_kinesthetic
EDU_000758,documentary,Art,Fine Arts,Develop research and inquiry skills,29,30,17,98,Beginner,3.9,https://www.pbs.org/show/nova/,,Art - Fine Arts: Develop research and inquiry skills,21,,False,False,False,False,,,,4.31,0.89,,19.5,,,,,,vark_kinesthetic
EDU_000759,podcast,Art,Drawing,Apply knowledge to solve real-world problems,50,96,39,23,Intermediate,4.8,https://podcasts.apple.com/us/podcast/radiolab/id152249110,,Art - Drawing: Apply knowledge to solve real-world problems,38,,False,True,False,False,,,,4.98,0.63,,37.2,,,,,,vark_auditory
EDU_000760,documentary,Art,Art History,Build foundation for advanced study,92,49,50,35,Beginner,4.4,https://www.bbc.co.uk/programmes/b006mgxf,,Art - Art History: Build foundation for advanced study,55,,False,False,False,False,,,,4.37,0.73,,56.8,,,,,,vark_visual
EDU_000761,video,Art,Modern Art,Apply knowledge to solve real-world problems,23,49,35,80,Expert,3.1,https://www.youtube.com/channel/UCoxcjq-8xIDTYp3uz647V5A,,Art - Modern Art: Apply knowledge to solve real-world problems,56,,True,True,False,False,,,,4.3,0.88,,45.9,,,,,,vark_kinesthetic
EDU_000762,project,Art,Art History,Prepare for standardized tests and assessments,60,9,24,15,Advanced,4.4,https://brilliant.org/courses/,,Art - Art History: Prepare for standardized tests and assessments,59,,False,False,False,False,,,,4.14,0.62,,59.5,,,,,,vark_visual
EDU_000763,podcast,Art,Contemporary Art,Prepare for standardized tests and assessments,44,49,79,12,Beginner,3.2,https://podcasts.apple.com/us/podcast/stuff-you-should-know/id278981407,,Art - Contemporary Art: Prepare for standardized tests and assessments,23,,False,True,False,False,,,,4.38,0.9,,22.9,,,,,,vark_reading
EDU_000764,assessment,Art,Art History,Connect concepts to everyday experiences,62,24,16,59,Beginner,4.9,https://www.prodigy.com/,,Art - Art History: Connect concepts to everyday experiences,18,,False,False,False,False,,,,4.97,0.69,,18.6,,,,,,vark_visual
EDU_000765,webinar,Art,Painting,Foster creative thinking and innovation,2,18,31,94,Advanced,3.9,https://www.coursera.org/learn/learning-how-to-learn,,Art - Painting: Foster creative thinking and innovation,78,,False,True,False,False,,,,4.43,0.74,,86.9,,,,,,vark_kinesthetic
EDU_000766,project,Art,Modern Art,Understand fundamental concepts and principles,43,90,9,32,Expert,3.1,https://www.instructables.com/circuits/science/,,Art - Modern Art: Understand fundamental concepts and principles,28,,False,False,False,False,,,,3.54,0.87,,31.3,,,,,,vark_auditory
EDU_000767,audio,Art,Drawing,Build foundation for advanced study,10,64,17,43,Beginner,4.5,https://www.coursera.org/learn/learning-how-to-learn,,Art - Drawing: Build foundation for advanced study,45,,False,True,False,False,,,,3.51,0.7,,41.6,,,,,,vark_auditory
EDU_000768,text,Art,Contemporary Art,Understand fundamental concepts and principles,27,68,9,48,Beginner,4.8,https://www.khanacademy.org/humanities/art-history,,Art - Contemporary Art: Understand fundamental concepts and principles,63,,False,False,True,False,,,,3.59,0.65,,54,,,,,,vark_auditory
EDU_000769,worksheet,Art,Drawing,Synthesize information from multiple sources,52,15,28,87,Expert,4,https://www.math-drills.com/,,Art - Drawing: Synthesize information from multiple sources,60,,False,False,True,False,,,,4.82,0.89,,55.7,,,,,,vark_kinesthetic
EDU_000770,presentation,Art,Graphic Design,Apply knowledge to solve real-world problems,46,10,58,85,Intermediate,4.6,https://www.coursera.org/browse/math-and-logic,,Art - Graphic Design: Apply knowledge to solve real-world problems,17,,True,False,False,False,,,,4.09,0.77,,15.6,,,,,,vark_kinesthetic
EDU_000771,audio,Art,Digital Art,Understand fundamental concepts and principles,19,48,84,53,Beginner,4.6,https://www.npr.org/podcasts/510289/planet-money,,Art - Digital Art: Understand fundamental concepts and principles,30,,False,True,False,False,,,,3.5,0.84,,27,,,,,,vark_reading
EDU_000772,animation,Art,Sculpture,Develop practical skills and competencies,11,84,46,30,Expert,3.3,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Art - Sculpture: Develop practical skills and competencies,29,,True,False,False,False,,,,3.87,0.81,,24.6,,,,,,vark_auditory
EDU_000773,virtual_lab,Art,Sculpture,Analyze and evaluate information critically,39,61,28,21,Intermediate,4.4,https://lab.concord.org/,,Art - Sculpture: Analyze and evaluate information critically,75,,False,False,False,True,,,,4.76,0.79,,82.9,,,,,,vark_auditory
EDU_000774,podcast,Art,Applied Arts,Analyze and evaluate information critically,43,22,2,88,Expert,3.8,https://www.ted.com/podcasts/ted-talks-daily,,Art - Applied Arts: Analyze and evaluate information critically,60,,False,True,False,False,,,,3.76,0.64,,48.8,,,,,,vark_kinesthetic
EDU_000775,infographic,Art,Photography,Analyze and evaluate information critically,52,90,41,33,Expert,4.2,https://www.mathsisfun.com/,,Art - Photography: Analyze and evaluate information critically,45,,True,False,False,False,,,,4.72,0.86,,37.9,,,,,,vark_auditory
EDU_000776,assessment,Art,Modern Art,Build foundation for advanced study,31,78,13,13,Advanced,3.3,https://www.khanacademy.org/math/arithmetic/xa89c0ac1ab1b9de1:arithmetic-subject-mastery,,Art - Modern Art: Build foundation for advanced study,17,,False,False,False,False,,,,3.7,0.94,,18.3,,,,,,vark_auditory
EDU_000777,worksheet,Art,Photography,Develop practical skills and competencies,14,58,59,86,Beginner,4.3,https://www.education.com/worksheets/math/,,Art - Photography: Develop practical skills and competencies,22,,False,False,True,False,,,,4.88,0.93,,24.6,,,,,,vark_kinesthetic
EDU_000778,webinar,Art,Classical Art,Build foundation for advanced study,3,7,72,44,Advanced,3.9,https://www.futurelearn.com/subjects/maths-courses,,Art - Classical Art: Build foundation for advanced study,74,,False,True,False,False,,,,4.55,0.87,,87.1,,,,,,vark_reading
EDU_000779,case_study,Art,Sculpture,Build foundation for advanced study,24,71,58,42,Beginner,3.2,https://en.wikipedia.org/wiki/Portal:Mathematics,,Art - Sculpture: Build foundation for advanced study,30,,False,False,True,False,,,,4.58,0.84,,28.6,,,,,,vark_auditory
EDU_000780,podcast,Art,Drawing,Build foundation for advanced study,88,25,0,1,Intermediate,3.5,https://www.npr.org/podcasts/510289/planet-money,,Art - Drawing: Build foundation for advanced study,32,,False,True,False,False,,,,4.92,0.85,,26.9,,,,,,vark_visual
EDU_000781,animation,Art,Photography,Build foundation for advanced study,48,6,93,3,Advanced,4.4,https://www.geogebra.org/classic,,Art - Photography: Build foundation for advanced study,75,,True,False,False,False,,,,4.64,0.81,,86.6,,,,,,vark_reading
EDU_000782,quiz,Art,Fine Arts,Understand fundamental concepts and principles,65,13,49,15,Beginner,4.3,https://brilliant.org/practice/,,Art - Fine Arts: Understand fundamental concepts and principles,30,,False,False,False,False,,,,4.36,0.79,,28.9,,,,,,vark_visual
EDU_000783,case_study,Art,Modern Art,Build foundation for advanced study,91,11,33,20,Advanced,4.5,https://en.wikipedia.org/wiki/Portal:Mathematics,,Art - Modern Art: Build foundation for advanced study,52,,False,False,True,False,,,,4.17,0.66,,52.5,,,,,,vark_visual
EDU_000784,presentation,Art,Graphic Design,Develop practical skills and competencies,95,20,46,16,Expert,3.3,https://www.coursera.org/browse/math-and-logic,,Art - Graphic Design: Develop practical skills and competencies,48,,True,False,False,False,,,,3.68,0.71,,50,,,,,,vark_visual
EDU_000785,documentary,Art,Applied Arts,Analyze and evaluate information critically,14,40,94,32,Expert,4.4,https://www.netflix.com/title/81254224,,Art - Applied Arts: Analyze and evaluate information critically,54,,False,False,False,False,,,,4.58,0.67,,58,,,,,,vark_reading
EDU_000786,assessment,Art,Applied Arts,Analyze and evaluate information critically,34,89,1,60,Intermediate,3.3,https://brilliant.org/practice/,,Art - Applied Arts: Analyze and evaluate information critically,23,,False,False,False,False,,,,3.76,0.87,,21.5,,,,,,vark_auditory
EDU_000787,quiz,Art,Classical Art,Synthesize information from multiple sources,3,65,27,47,Expert,4.9,https://brilliant.org/practice/,,Art - Classical Art: Synthesize information from multiple sources,23,,False,False,False,False,,,,4.82,0.78,,25.8,,,,,,vark_auditory
EDU_000788,podcast,Art,Fine Arts,Understand fundamental concepts and principles,57,96,53,9,Expert,4.9,https://podcasts.apple.com/us/podcast/stuff-you-should-know/id278981407,,Art - Fine Arts: Understand fundamental concepts and principles,26,,False,True,False,False,,,,4.22,0.86,,23,,,,,,vark_auditory
EDU_000789,webinar,Art,Digital Art,Prepare for standardized tests and assessments,83,37,27,16,Beginner,3.8,https://www.futurelearn.com/subjects/maths-courses,,Art - Digital Art: Prepare for standardized tests and assessments,82,,False,True,False,False,,,,3.69,0.7,,67.4,,,,,,vark_visual
EDU_000790,educational_game,Art,Drawing,Prepare for standardized tests and assessments,48,52,98,38,Expert,3.6,https://www.mathplayground.com/grade_1_games.html,,Art - Drawing: Prepare for standardized tests and assessments,73,,False,False,False,True,,,,3.82,0.87,,63.1,,,,,,vark_reading
EDU_000791,documentary,Art,Classical Art,Build foundation for advanced study,78,40,22,36,Intermediate,4.9,https://www.pbs.org/show/nova/,,Art - Classical Art: Build foundation for advanced study,29,,False,False,False,False,,,,4.03,0.75,,30.7,,,,,,vark_visual
EDU_000792,tutorial,Art,Photography,Analyze and evaluate information critically,52,60,17,47,Intermediate,4,https://www.britannica.com/art/visual-arts,,Art - Photography: Analyze and evaluate information critically,39,,False,False,False,False,,,,3.9,0.84,,39.7,,,,,,vark_auditory
EDU_000793,research_paper,Art,Photography,Build foundation for advanced study,23,53,89,11,Beginner,3.3,https://www.jstor.org/subject/mathematics,,Art - Photography: Build foundation for advanced study,20,,False,False,True,False,,,,4.33,0.84,,21.6,,,,,,vark_reading
EDU_000794,infographic,Art,Applied Arts,Understand fundamental concepts and principles,3,24,55,63,Advanced,3.3,https://www.visualcapitalist.com/category/science/,,Art - Applied Arts: Understand fundamental concepts and principles,22,,True,False,False,False,,,,3.91,0.82,,24.4,,,,,,vark_kinesthetic
EDU_000795,tutorial,Art,Contemporary Art,Build foundation for advanced study,78,17,35,7,Expert,3.9,https://www.moma.org/,,Art - Contemporary Art: Build foundation for advanced study,42,,False,False,False,False,,,,4.33,0.71,,35.4,,,,,,vark_visual
EDU_000796,podcast,Art,Graphic Design,Develop practical skills and competencies,38,46,64,48,Beginner,3.2,https://www.npr.org/podcasts/510289/planet-money,,Art - Graphic Design: Develop practical skills and competencies,24,,False,True,False,False,,,,3.56,0.64,,26.3,,,,,,vark_reading
EDU_000797,infographic,Art,Contemporary Art,Prepare for standardized tests and assessments,13,79,20,41,Expert,4.9,https://www.informationisbeautiful.net/,,Art - Contemporary Art: Prepare for standardized tests and assessments,87,,True,False,False,False,,,,4.11,0.92,,83.7,,,,,,vark_auditory
EDU_000798,audio,Art,Applied Arts,Build foundation for advanced study,92,43,6,13,Advanced,5,https://www.ted.com/talks,,Art - Applied Arts: Build foundation for advanced study,44,,False,True,False,False,,,,4.74,0.8,,42.6,,,,,,vark_visual
EDU_000799,quiz,Art,Photography,Synthesize information from multiple sources,97,47,42,21,Advanced,3.2,https://www.sporcle.com/games/category/science,,Art - Photography: Synthesize information from multiple sources,33,,False,False,False,False,,,,4.6,0.72,,28,,,,,,vark_visual
EDU_000800,podcast,Art,Painting,Build foundation for advanced study,45,60,37,100,Intermediate,4.7,https://www.ted.com/podcasts/ted-talks-daily,,Art - Painting: Build foundation for advanced study,81,,False,True,False,False,,,,4.42,0.84,,79.7,,,,,,vark_kinesthetic
EDU_000801,assessment,Art,Art History,Connect concepts to everyday experiences,77,21,24,18,Intermediate,5,https://www.ixl.com/math/,,Art - Art History: Connect concepts to everyday experiences,27,,False,False,False,False,,,,4.39,0.88,,31.5,,,,,,vark_visual
EDU_000802,documentary,Art,Contemporary Art,Synthesize information from multiple sources,92,44,16,3,Beginner,3.8,https://www.pbs.org/show/nova/,,Art - Contemporary Art: Synthesize information from multiple sources,38,,False,False,False,False,,,,3.98,0.65,,34.2,,,,,,vark_visual
EDU_000803,documentary,Art,Photography,Develop research and inquiry skills,38,72,57,20,Beginner,3.1,https://www.youtube.com/channel/UCsXVk37bltHxD1rDPwtNM8Q,,Art - Photography: Develop research and inquiry skills,75,,False,False,False,False,,,,4.14,0.74,,82.1,,,,,,vark_auditory
EDU_000804,webinar,Art,Applied Arts,Connect concepts to everyday experiences,56,79,35,11,Advanced,4.7,https://www.ted.com/talks,,Art - Applied Arts: Connect concepts to everyday experiences,30,,False,True,False,False,,,,4.27,0.79,,25.7,,,,,,vark_auditory
EDU_000805,worksheet,Art,Graphic Design,Foster creative thinking and innovation,31,28,10,60,Advanced,4,https://www.commoncoresheets.com/,,Art - Graphic Design: Foster creative thinking and innovation,86,,False,False,True,False,,,,4.15,0.81,,82.4,,,,,,vark_kinesthetic
EDU_000806,worksheet,Art,Drawing,Connect concepts to everyday experiences,50,47,76,5,Advanced,4.3,https://www.commoncoresheets.com/,,Art - Drawing: Connect concepts to everyday experiences,90,,False,False,True,False,,,,4.08,0.73,,98.9,,,,,,vark_reading
EDU_000807,quiz,Art,Digital Art,Build foundation for advanced study,26,31,64,15,Expert,3.6,https://www.prodigy.com/,,Art - Digital Art: Build foundation for advanced study,24,,False,False,False,False,,,,4.47,0.68,,25.3,,,,,,vark_reading
EDU_000808,audio,Art,Photography,Connect concepts to everyday experiences,7,6,94,8,Advanced,3.9,https://www.npr.org/podcasts/510289/planet-money,,Art - Photography: Connect concepts to everyday experiences,30,,False,True,False,False,,,,4.24,0.7,,29.3,,,,,,vark_reading
EDU_000809,interactive_simulation,Art,Fine Arts,Analyze and evaluate information critically,21,94,30,28,Expert,4.1,https://www.metmuseum.org/,,Art - Fine Arts: Analyze and evaluate information critically,62,,False,False,False,True,,,,4.04,0.79,,53.1,,,,,,vark_auditory
EDU_000810,assessment,Art,Photography,Analyze and evaluate information critically,11,87,2,20,Intermediate,3.2,https://brilliant.org/practice/,,Art - Photography: Analyze and evaluate information critically,29,,False,False,False,False,,,,4.08,0.7,,34.2,,,,,,vark_auditory
EDU_000811,assessment,Art,Applied Arts,Synthesize information from multiple sources,80,57,27,28,Beginner,4.7,https://www.ixl.com/math/,,Art - Applied Arts: Synthesize information from multiple sources,29,,False,False,False,False,,,,3.71,0.62,,26,,,,,,vark_visual
EDU_000812,assessment,Art,Sculpture,Develop practical skills and competencies,29,16,48,70,Intermediate,3.6,https://www.prodigy.com/,,Art - Sculpture: Develop practical skills and competencies,41,,False,False,False,False,,,,4.89,0.65,,42.1,,,,,,vark_kinesthetic
EDU_000813,presentation,Art,Digital Art,Analyze and evaluate information critically,0,46,27,92,Beginner,4,https://www.coursera.org/browse/math-and-logic,,Art - Digital Art: Analyze and evaluate information critically,28,,True,False,False,False,,,,3.93,0.75,,22.8,,,,,,vark_kinesthetic
EDU_000814,virtual_lab,Art,Drawing,Analyze and evaluate information critically,51,45,18,73,Beginner,3.7,https://phet.colorado.edu/en/simulations,,Art - Drawing: Analyze and evaluate information critically,77,,False,False,False,True,,,,3.82,0.84,,84,,,,,,vark_kinesthetic
EDU_000815,video,Music,Music Education,Foster creative thinking and innovation,41,46,81,35,Beginner,3.8,https://www.khanacademy.org/math/algebra/x2f8bb11595b61c86:foundation,,Music - Music Education: Foster creative thinking and innovation,45,,True,True,False,False,,,,4.13,0.78,,52.2,,,,,,vark_reading
EDU_000816,project,Music,Musical Instruments,Foster creative thinking and innovation,96,39,25,37,Expert,3.3,https://www.instructables.com/circuits/science/,,Music - Musical Instruments: Foster creative thinking and innovation,42,,False,False,False,False,,,,4.47,0.71,,44.2,,,,,,vark_visual
EDU_000817,worksheet,Music,Electronic Music,Build foundation for advanced study,16,78,15,18,Advanced,4.2,https://www.superteacherworksheets.com/math.html,,Music - Electronic Music: Build foundation for advanced study,76,,False,False,True,False,,,,3.54,0.64,,69.2,,,,,,vark_auditory
EDU_000818,video,Music,Music Education,Connect concepts to everyday experiences,53,71,13,5,Beginner,3.6,https://www.youtube.com/channel/UCoxcjq-8xIDTYp3uz647V5A,,Music - Music Education: Connect concepts to everyday experiences,17,,True,True,False,False,,,,4.06,0.7,,19,,,,,,vark_auditory
EDU_000819,animation,Music,Performance,Develop research and inquiry skills,98,53,2,17,Advanced,3.4,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Music - Performance: Develop research and inquiry skills,37,,True,False,False,False,,,,3.94,0.76,,38.7,,,,,,vark_visual
EDU_000820,virtual_lab,Music,Jazz,Apply knowledge to solve real-world problems,24,43,42,89,Expert,4.8,https://www.biologysimulations.com/,,Music - Jazz: Apply knowledge to solve real-world problems,57,,False,False,False,True,,,,4.24,0.77,,56.3,,,,,,vark_kinesthetic
EDU_000821,case_study,Music,Composition,Develop practical skills and competencies,41,26,46,85,Expert,3.5,https://brilliant.org/courses/,,Music - Composition: Develop practical skills and competencies,37,,False,False,True,False,,,,4.89,0.62,,33.2,,,,,,vark_kinesthetic
EDU_000822,webinar,Music,Electronic Music,Develop practical skills and competencies,18,47,63,58,Intermediate,3.1,https://www.futurelearn.com/subjects/maths-courses,,Music - Electronic Music: Develop practical skills and competencies,45,,False,True,False,False,,,,3.99,0.67,,47.3,,,,,,vark_reading
EDU_000823,audio,Music,Musical Instruments,Analyze and evaluate information critically,22,50,21,64,Advanced,4.7,https://podcasts.apple.com/us/podcast/radiolab/id152249110,,Music - Musical Instruments: Analyze and evaluate information critically,48,,False,True,False,False,,,,4.49,0.72,,41.4,,,,,,vark_kinesthetic
EDU_000824,virtual_lab,Music,Performance,Prepare for standardized tests and assessments,55,69,58,59,Expert,4.7,https://phet.colorado.edu/en/simulations,,Music - Performance: Prepare for standardized tests and assessments,85,,False,False,False,True,,,,4.08,0.92,,89.5,,,,,,vark_auditory
EDU_000825,interactive_simulation,Music,Music Theory,Analyze and evaluate information critically,27,21,14,83,Expert,4.7,https://www.britannica.com/art/music,,Music - Music Theory: Analyze and evaluate information critically,33,,False,False,False,True,,,,4.02,0.71,,31.2,,,,,,vark_kinesthetic
EDU_000826,interactive_simulation,Music,World Music,Develop research and inquiry skills,37,45,11,91,Beginner,3.3,https://www.britannica.com/art/music,,Music - World Music: Develop research and inquiry skills,31,,False,False,False,True,,,,4.23,0.87,,34,,,,,,vark_kinesthetic
EDU_000827,audio,Music,Classical Music,Synthesize information from multiple sources,14,55,77,59,Expert,3.2,https://podcasts.apple.com/us/podcast/radiolab/id152249110,,Music - Classical Music: Synthesize information from multiple sources,33,,False,True,False,False,,,,3.94,0.88,,27.9,,,,,,vark_reading
EDU_000828,educational_game,Music,Music Education,Understand fundamental concepts and principles,21,26,51,88,Expert,3.7,https://www.abcya.com/grades/k,,Music - Music Education: Understand fundamental concepts and principles,73,,False,False,False,True,,,,4.28,0.61,,76.1,,,,,,vark_kinesthetic
EDU_000829,interactive_simulation,Music,Electronic Music,Understand fundamental concepts and principles,70,40,17,5,Advanced,4.2,https://www.britannica.com/art/music,,Music - Electronic Music: Understand fundamental concepts and principles,27,,False,False,False,True,,,,4.41,0.63,,22.9,,,,,,vark_visual
EDU_000830,video,Music,Popular Music,Understand fundamental concepts and principles,54,47,28,73,Expert,4.2,https://www.edx.org/course/introduction-computer-science-harvardx-cs50x,,Music - Popular Music: Understand fundamental concepts and principles,47,,True,True,False,False,,,,3.57,0.78,,46.1,,,,,,vark_kinesthetic
EDU_000831,interactive_simulation,Music,Popular Music,Develop research and inquiry skills,96,28,20,43,Advanced,4.9,https://www.britannica.com/art/music,,Music - Popular Music: Develop research and inquiry skills,31,,False,False,False,True,,,,4.31,0.93,,34.2,,,,,,vark_visual
EDU_000832,text,Music,Popular Music,Develop practical skills and competencies,70,2,46,34,Advanced,4.5,https://www.khanacademy.org/humanities/music,,Music - Popular Music: Develop practical skills and competencies,58,,False,False,True,False,,,,3.84,0.92,,49.9,,,,,,vark_visual
EDU_000833,audio,Music,Classical Music,Analyze and evaluate information critically,55,4,48,73,Expert,3.4,https://podcasts.apple.com/us/podcast/radiolab/id152249110,,Music - Classical Music: Analyze and evaluate information critically,24,,False,True,False,False,,,,4.68,0.87,,19.7,,,,,,vark_kinesthetic
EDU_000834,infographic,Music,Music Technology,Apply knowledge to solve real-world problems,44,8,50,83,Intermediate,4.1,https://brilliant.org/courses/,,Music - Music Technology: Apply knowledge to solve real-world problems,37,,True,False,False,False,,,,4.15,0.68,,34.6,,,,,,vark_kinesthetic
EDU_000835,podcast,Music,Composition,Connect concepts to everyday experiences,29,67,18,53,Expert,4.9,https://podcasts.apple.com/us/podcast/radiolab/id152249110,,Music - Composition: Connect concepts to everyday experiences,53,,False,True,False,False,,,,4.32,0.79,,50.5,,,,,,vark_auditory
EDU_000836,case_study,Music,Performance,Synthesize information from multiple sources,10,51,6,69,Intermediate,4.9,https://en.wikipedia.org/wiki/Portal:Mathematics,,Music - Performance: Synthesize information from multiple sources,78,,False,False,True,False,,,,4.14,0.81,,93.1,,,,,,vark_kinesthetic
EDU_000837,video,Music,Performance,Foster creative thinking and innovation,72,29,39,3,Intermediate,4.2,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Music - Performance: Foster creative thinking and innovation,52,,True,True,False,False,,,,4.93,0.66,,46,,,,,,vark_visual
EDU_000838,educational_game,Music,Music Education,Connect concepts to everyday experiences,0,30,40,79,Intermediate,5,https://www.mathplayground.com/grade_1_games.html,,Music - Music Education: Connect concepts to everyday experiences,31,,False,False,False,True,,,,4.46,0.87,,28.3,,,,,,vark_kinesthetic
EDU_000839,text,Music,World Music,Develop practical skills and competencies,87,32,52,51,Beginner,4.2,https://www.musictheory.net/,,Music - World Music: Develop practical skills and competencies,90,,False,False,True,False,,,,4.58,0.9,,74,,,,,,vark_visual
EDU_000840,documentary,Music,Music Technology,Build foundation for advanced study,98,53,2,53,Expert,3.2,https://www.youtube.com/channel/UCYO_jab_esuFRV4b17AJtAw,,Music - Music Technology: Build foundation for advanced study,90,,False,False,False,False,,,,4.55,0.8,,101.2,,,,,,vark_visual
EDU_000841,animation,Music,Composition,Apply knowledge to solve real-world problems,8,78,14,4,Beginner,4.7,https://www.desmos.com/calculator,,Music - Composition: Apply knowledge to solve real-world problems,47,,True,False,False,False,,,,3.89,0.84,,53.8,,,,,,vark_auditory
EDU_000842,presentation,Music,Popular Music,Connect concepts to everyday experiences,72,5,14,44,Expert,3.8,https://www.slideshare.net/topic/mathematics,,Music - Popular Music: Connect concepts to everyday experiences,30,,True,False,False,False,,,,3.93,0.87,,30.7,,,,,,vark_visual
EDU_000843,interactive_simulation,Music,Jazz,Prepare for standardized tests and assessments,45,22,24,82,Beginner,4.7,https://www.britannica.com/art/music,,Music - Jazz: Prepare for standardized tests and assessments,71,,False,False,False,True,,,,4.57,0.73,,72.4,,,,,,vark_kinesthetic
EDU_000844,tutorial,Music,Popular Music,Foster creative thinking and innovation,98,58,10,11,Expert,4.1,https://www.britannica.com/art/music,,Music - Popular Music: Foster creative thinking and innovation,12,,False,False,False,False,,,,4.8,0.85,,12.3,,,,,,vark_visual
EDU_000845,documentary,Music,World Music,Apply knowledge to solve real-world problems,1,23,40,89,Beginner,3.1,https://www.pbs.org/show/nova/,,Music - World Music: Apply knowledge to solve real-world problems,56,,False,False,False,False,,,,4.3,0.92,,63.1,,,,,,vark_kinesthetic
